"service_id","date","exception_type"
68,20201010,2
68,20201017,2
68,20201024,2
69,20201010,2
69,20201017,2
69,20201024,2
69,20201101,1
69,20201108,1
70,20201010,1
70,20201017,1
70,20201024,1
70,20201101,2
70,20201108,2
71,20201102,1
71,20201109,1
71,20201116,1
71,20201207,1
71,20201110,2
71,20201117,2
71,20201111,2
71,20201118,2
71,20201029,2
71,20201112,2
71,20201119,2
71,20201113,2
71,20201120,2
72,20201012,1
72,20201026,1
72,20201123,1
72,20201130,1
72,20201029,1
73,20201110,1
73,20201117,1
73,20201111,1
73,20201118,1
73,20201112,1
73,20201119,1
73,20201113,1
73,20201120,1
75,20201102,1
75,20201109,1
75,20201116,1
75,20201207,1
76,20201012,1
76,20201019,1
76,20201102,1
76,20201006,1
76,20201013,1
76,20201020,1
76,20201103,1
76,20201007,1
76,20201014,1
76,20201021,1
76,20201104,1
76,20201008,1
76,20201015,1
76,20201022,1
76,20201105,1
76,20201009,2
76,20201016,2
76,20201023,2
76,20201030,2
77,20201012,2
77,20201019,2
77,20201102,2
77,20201006,2
77,20201013,2
77,20201020,2
77,20201103,2
77,20201007,2
77,20201014,2
77,20201021,2
77,20201104,2
77,20201008,2
77,20201015,2
77,20201022,2
77,20201105,2
77,20201009,1
77,20201016,1
77,20201023,1
77,20201030,1
78,20201101,2
78,20201108,2
79,20201009,2
79,20201016,2
79,20201023,2
79,20201030,2
80,20201009,1
80,20201016,1
80,20201023,1
80,20201030,1
81,20201207,2
81,20201010,2
81,20201017,2
81,20201024,2
81,20201107,2
81,20201206,1
82,20201010,2
82,20201017,2
82,20201024,2
83,20201012,2
83,20201019,2
83,20201026,2
83,20201006,2
83,20201013,2
83,20201020,2
83,20201027,2
83,20201007,2
83,20201014,2
83,20201021,2
83,20201028,2
83,20201008,2
83,20201015,2
83,20201022,2
83,20201029,2
83,20201009,2
83,20201016,2
83,20201023,2
83,20201030,2
84,20201108,2
86,20201018,2
86,20201025,2
86,20201101,2
87,20201018,1
88,20201017,1
89,20201017,2
90,20201017,1
90,20201018,1
91,20201017,2
91,20201024,2
91,20201031,2
91,20201018,2
91,20201025,2
91,20201101,2
92,20201024,1
92,20201031,1
92,20201025,1
92,20201101,1
93,20201111,1
94,20201102,2
94,20201103,2
94,20201104,2
94,20201105,2
94,20201106,2
94,20201101,2
95,20201201,1
95,20201211,1
95,20201010,2
95,20201017,2
95,20201024,2
95,20201101,1
95,20201108,1
96,20201019,2
96,20201026,2
96,20201018,2
96,20201025,2
97,20201017,2
97,20201024,2
97,20201128,2
97,20201018,2
97,20201025,2
97,20201129,2
98,20201017,2
98,20201024,2
98,20201018,2
98,20201025,2
99,20201017,2
99,20201024,2
99,20201018,2
99,20201025,2
100,20201031,1
100,20201107,1
100,20201114,1
100,20201121,1
100,20201101,1
100,20201108,1
100,20201115,1
100,20201122,1
101,20201011,1
101,20201018,1
101,20201129,1
101,20201206,1
102,20201024,2
102,20201031,2
102,20201107,2
102,20201114,2
102,20201121,2
103,20201025,1
103,20201101,1
103,20201108,1
104,20201024,2
104,20201031,2
104,20201107,2
104,20201114,2
104,20201121,2
104,20201011,1
104,20201018,1
105,20201024,1
105,20201031,1
105,20201107,1
105,20201025,1
105,20201101,1
105,20201108,1
106,20201024,2
106,20201031,2
106,20201107,2
106,20201114,2
106,20201121,2
106,20201011,1
106,20201018,1
106,20201129,1
106,20201206,1
108,20201024,1
108,20201031,1
108,20201107,1
108,20201025,1
108,20201101,1
108,20201108,1
109,20201102,2
109,20201103,2
109,20201104,2
109,20201105,2
109,20201106,2
109,20201010,2
109,20201017,2
109,20201024,2
109,20201031,2
109,20201107,2
110,20201010,2
110,20201017,2
110,20201024,2
110,20201031,2
110,20201107,2
111,20201012,1
111,20201019,1
111,20201026,1
111,20201006,1
111,20201013,1
111,20201020,1
111,20201027,1
111,20201007,1
111,20201014,1
111,20201021,1
111,20201028,1
111,20201008,1
111,20201015,1
111,20201022,1
111,20201029,1
111,20201009,1
111,20201016,1
111,20201023,1
111,20201030,1
112,20201212,1
113,20201010,1
113,20201205,1
113,20201011,1
113,20201206,1
114,20201102,1
114,20201103,1
114,20201104,1
114,20201105,1
114,20201106,1
114,20201031,1
114,20201107,1
114,20201121,1
114,20201101,1
114,20201108,1
114,20201122,1
115,20201102,1
115,20201109,1
115,20201123,1
115,20201103,1
115,20201104,1
115,20201105,1
115,20201106,1
115,20201107,1
115,20201101,1
115,20201108,1
115,20201122,1
116,20201010,2
116,20201128,2
116,20201205,2
116,20201212,2
117,20201010,2
117,20201128,2
117,20201205,2
117,20201212,2
117,20201011,2
117,20201129,2
117,20201206,2
118,20201011,2
118,20201129,2
118,20201206,2
119,20201012,2
119,20201130,2
119,20201207,2
119,20201011,2
119,20201129,2
119,20201206,2
120,20201107,1
120,20201114,1
121,20201107,1
121,20201114,1
121,20201108,1
121,20201115,1
122,20201106,1
122,20201113,1
122,20201107,1
122,20201114,1
122,20201108,1
123,20201115,1
124,20201102,2
124,20201103,2
124,20201104,2
124,20201105,2
124,20201106,2
124,20201024,1
124,20201025,1
125,20201026,1
125,20201103,2
125,20201104,2
125,20201105,2
125,20201106,2
125,20201107,2
125,20201025,1
125,20201101,1
126,20201026,1
126,20201025,1
127,20201102,2
127,20201103,2
127,20201104,2
127,20201105,2
127,20201106,2
127,20201024,1
127,20201128,1
128,20201031,2
128,20201107,2
128,20201101,2
128,20201108,2
129,20201102,2
129,20201103,2
129,20201104,2
129,20201105,2
129,20201106,2
129,20201024,1
130,20201102,2
130,20201103,2
130,20201104,2
130,20201105,2
130,20201106,2
130,20201010,2
130,20201031,2
130,20201107,2
132,20201101,2
134,20201006,1
134,20201013,1
134,20201020,1
134,20201007,1
134,20201014,1
134,20201021,1
134,20201008,1
134,20201015,1
134,20201022,1
134,20201009,1
134,20201016,1
134,20201023,1
134,20201010,2
134,20201017,2
134,20201024,2
134,20201031,2
134,20201107,2
134,20201115,1
134,20201122,1
134,20201129,1
134,20201206,1
135,20201115,1
135,20201122,1
135,20201129,1
135,20201206,1
136,20201102,2
136,20201103,2
136,20201104,2
136,20201105,2
136,20201106,2
136,20201010,2
136,20201017,2
136,20201024,2
136,20201031,2
136,20201107,2
136,20201115,1
136,20201122,1
136,20201129,1
136,20201206,1
137,20201012,1
137,20201019,1
137,20201006,1
137,20201013,1
137,20201020,1
137,20201007,1
137,20201014,1
137,20201021,1
137,20201008,1
137,20201015,1
137,20201022,1
137,20201009,2
137,20201016,2
137,20201023,2
137,20201106,2
137,20201010,2
137,20201017,2
137,20201024,2
137,20201031,2
137,20201107,2
138,20201012,1
138,20201019,1
138,20201006,1
138,20201013,1
138,20201020,1
138,20201007,1
138,20201014,1
138,20201021,1
138,20201008,1
138,20201015,1
138,20201022,1
138,20201126,1
138,20201009,2
138,20201016,2
138,20201023,2
138,20201106,2
139,20201012,1
139,20201019,1
139,20201006,1
139,20201013,1
139,20201020,1
139,20201007,1
139,20201014,1
139,20201021,1
139,20201008,1
139,20201015,1
139,20201022,1
139,20201009,2
139,20201016,2
139,20201023,2
139,20201106,2
139,20201010,2
139,20201017,2
139,20201024,2
139,20201031,2
139,20201107,2
139,20201115,1
139,20201122,1
139,20201129,1
139,20201206,1
140,20201010,2
140,20201017,2
140,20201024,2
140,20201031,2
140,20201107,2
140,20201115,1
140,20201122,1
140,20201129,1
140,20201206,1
141,20201102,2
141,20201103,2
141,20201104,2
141,20201105,2
141,20201106,2
141,20201115,1
141,20201122,1
141,20201129,1
141,20201206,1
142,20201102,2
142,20201103,2
142,20201104,2
142,20201105,2
142,20201106,2
142,20201114,1
142,20201121,1
143,20201024,2
143,20201031,2
143,20201107,2
143,20201114,2
143,20201121,2
143,20201018,1
144,20201011,1
144,20201129,1
144,20201206,1
145,20201128,1
145,20201205,1
145,20201212,1
145,20201011,1
145,20201018,1
145,20201129,1
145,20201206,1
146,20201102,1
146,20201109,1
146,20201123,1
146,20201103,1
146,20201124,1
146,20201104,1
146,20201105,1
146,20201106,1
146,20201107,1
146,20201108,1
147,20201102,1
147,20201109,1
147,20201103,1
147,20201104,1
147,20201105,1
147,20201106,1
147,20201107,1
147,20201101,1
147,20201108,1
148,20201128,1
148,20201205,1
148,20201212,1
149,20201010,2
149,20201031,2
149,20201107,2
149,20201114,2
149,20201128,2
150,20201102,2
150,20201103,2
150,20201104,2
150,20201105,2
150,20201106,2
150,20201018,1
150,20201025,1
150,20201122,1
150,20201206,1
151,20201114,1
152,20201102,2
152,20201103,2
152,20201104,2
152,20201111,2
152,20201105,2
152,20201106,2
152,20201010,2
152,20201031,2
152,20201107,2
152,20201114,2
152,20201128,2
153,20201114,1
153,20201115,1
154,20201111,1
154,20201010,2
154,20201031,2
154,20201107,2
154,20201114,2
154,20201128,2
154,20201018,1
154,20201025,1
154,20201122,1
154,20201206,1
155,20201111,1
155,20201018,1
155,20201025,1
155,20201122,1
155,20201206,1
156,20201024,1
156,20201031,1
156,20201107,1
157,20201102,2
157,20201103,2
157,20201104,2
157,20201105,2
157,20201106,2
157,20201031,2
157,20201107,2
157,20201114,2
157,20201121,2
158,20201103,2
158,20201105,2
159,20201102,2
159,20201104,2
159,20201106,2
160,20201103,2
160,20201105,2
160,20201106,2
161,20201104,2
163,20201025,1
163,20201122,1
163,20201129,1
163,20201206,1
164,20201025,1
164,20201122,1
164,20201129,1
164,20201206,1
165,20201102,2
165,20201104,2
166,20201106,2
167,20201102,2
167,20201103,2
167,20201104,2
167,20201105,2
168,20201102,2
168,20201103,2
168,20201105,2
168,20201106,2
169,20201105,2
169,20201106,2
170,20201012,2
170,20201006,2
170,20201013,2
170,20201007,2
170,20201014,2
170,20201008,2
170,20201015,2
170,20201009,2
170,20201016,2
171,20201012,2
171,20201102,2
171,20201006,2
171,20201013,2
171,20201103,2
171,20201007,2
171,20201014,2
171,20201104,2
171,20201008,2
171,20201015,2
171,20201105,2
171,20201009,2
171,20201016,2
171,20201106,2
172,20201006,2
172,20201013,2
172,20201103,2
172,20201008,2
172,20201015,2
172,20201105,2
173,20201008,2
173,20201015,2
173,20201105,2
173,20201009,2
173,20201016,2
173,20201106,2
174,20201012,2
174,20201102,2
174,20201006,2
174,20201013,2
174,20201103,2
174,20201007,2
174,20201014,2
174,20201104,2
174,20201009,2
174,20201016,2
174,20201106,2
175,20201105,2
176,20201102,2
176,20201103,2
176,20201104,2
176,20201106,2
177,20201012,1
177,20201006,1
177,20201013,1
177,20201007,1
177,20201014,1
177,20201008,1
177,20201015,1
177,20201009,1
177,20201016,1
178,20201012,2
178,20201019,2
178,20201006,2
178,20201013,2
178,20201020,2
178,20201007,2
178,20201014,2
178,20201021,2
178,20201008,2
178,20201015,2
178,20201022,2
178,20201009,2
178,20201016,2
178,20201023,2
179,20201006,2
179,20201013,2
179,20201020,2
179,20201008,2
179,20201015,2
179,20201022,2
180,20201006,1
180,20201013,1
180,20201008,1
180,20201015,1
181,20201008,1
181,20201015,1
181,20201009,1
181,20201016,1
182,20201012,1
182,20201006,1
182,20201013,1
182,20201007,1
182,20201014,1
182,20201009,1
182,20201016,1
183,20201009,1
183,20201016,1
184,20201009,2
184,20201016,2
184,20201106,2
185,20201006,1
185,20201013,1
185,20201008,1
185,20201015,1
185,20201009,1
185,20201016,1
186,20201012,2
186,20201102,2
186,20201007,2
186,20201014,2
186,20201104,2
187,20201012,1
187,20201006,1
187,20201013,1
187,20201007,1
187,20201014,1
187,20201008,1
187,20201015,1
188,20201102,1
188,20201103,1
188,20201104,1
188,20201105,1
188,20201106,1
189,20201103,2
190,20201012,2
190,20201006,2
190,20201013,2
190,20201007,2
190,20201014,2
190,20201008,2
190,20201015,2
190,20201009,2
190,20201016,2
190,20201010,2
190,20201017,2
191,20201012,1
191,20201006,1
191,20201013,1
191,20201007,1
191,20201014,1
191,20201008,1
191,20201015,1
191,20201009,1
191,20201016,1
191,20201010,1
191,20201017,1
192,20201012,2
192,20201006,2
192,20201013,2
192,20201007,2
192,20201014,2
192,20201008,2
192,20201015,2
192,20201009,2
192,20201016,2
192,20201010,2
192,20201017,2
192,20201011,2
193,20201012,1
193,20201006,1
193,20201013,1
193,20201007,1
193,20201014,1
193,20201008,1
193,20201015,1
193,20201009,1
193,20201016,1
193,20201010,1
193,20201017,1
193,20201011,1
194,20201010,2
194,20201017,2
195,20201010,2
195,20201017,2
195,20201011,2
196,20201010,1
196,20201017,1
196,20201011,1
197,20201031,2
197,20201107,2
198,20201012,1
198,20201007,1
198,20201014,1
198,20201009,1
198,20201016,1
199,20201012,2
199,20201102,2
199,20201007,2
199,20201014,2
199,20201104,2
199,20201009,2
199,20201016,2
199,20201106,2
200,20201019,2
200,20201020,2
200,20201021,2
200,20201022,2
200,20201023,2
201,20201020,2
201,20201022,2
202,20201012,2
202,20201102,2
202,20201006,2
202,20201013,2
202,20201103,2
202,20201007,2
202,20201014,2
202,20201104,2
202,20201008,2
202,20201015,2
202,20201105,2
203,20201102,2
204,20201103,2
204,20201104,2
204,20201105,2
204,20201106,2
206,20201011,2
208,20201102,1
208,20201104,1
208,20201106,1
209,20201103,2
209,20201105,2
209,20201031,2
209,20201107,2
210,20201102,1
210,20201103,1
210,20201104,1
210,20201105,1
210,20201106,1
210,20201010,2
210,20201017,2
211,20201012,2
211,20201102,2
211,20201006,2
211,20201013,2
211,20201103,2
211,20201007,2
211,20201014,2
211,20201104,2
211,20201008,2
211,20201015,2
211,20201105,2
211,20201009,2
211,20201016,2
211,20201106,2
211,20201010,2
211,20201017,2
211,20201031,2
211,20201107,2
212,20201103,1
212,20201105,1
213,20201006,1
213,20201013,1
213,20201008,1
213,20201015,1
213,20201010,1
213,20201017,1
214,20201102,1
214,20201006,2
214,20201013,2
214,20201104,1
214,20201008,2
214,20201015,2
214,20201106,1
214,20201010,2
214,20201017,2
215,20201102,2
215,20201103,2
215,20201104,2
215,20201105,2
215,20201106,2
215,20201031,2
215,20201107,2
216,20201019,2
216,20201021,2
216,20201023,2
217,20201102,1
217,20201103,1
217,20201104,1
217,20201105,1
217,20201106,1
218,20201102,1
218,20201103,1
218,20201104,1
218,20201105,1
218,20201106,1
218,20201010,2
218,20201017,2
218,20201011,2
219,20201102,1
219,20201104,1
219,20201106,1
220,20201103,2
220,20201104,2
220,20201105,2
